paper ID_df1,paper title_df1,author names_df1,publication venue_df1,year of publication_df1,bucket_df1,paper ID_df2,paper title_df2,author names_df2,publication venue_df2,year of publication_df2,bucket_df2,similarity_score,ID
5390958920f70186a0deec7b,the piazza peer data management project,"igor tatarinov, zachary ives, jayant madhavan, alon halevy, dan suciu, nilesh dalvi, xin luna dong, yana kadiyska, gerome miklau, peter mork",acm sigmod record,2003,0,53e9a2ceb7602d9702bd676a,the piazza peer data management project,"igor tatarinov, zachary g ives, jayant madhavan, alon y halevy, dan suciu, nilesh n dalvi, xin dong 0001, yana kadiyska, gerome miklau, peter mork",sigmod record,2003,0,1.0,5390958920f70186a0deec7b53e9a2ceb7602d9702bd676a
5390958920f70186a0deec7f,selective information dissemination in p2p networks problems and solutions,"manolis koubarakis, christos tryfonopoulos, stratos idreos, yannis drougas",acm sigmod record,2003,0,53e9a4a3b7602d9702dc281a,selective information dissemination in p2p networks problems and solutions,"manolis koubarakis, christos tryfonopoulos, stratos idreos, yannis drougas",sigmod record,2003,0,1.0,5390958920f70186a0deec7f53e9a4a3b7602d9702dc281a
5390958920f70186a0deec7d,relational data sharing in peerbased data management systems,"beng chin ooi, yanfeng shu, kianlee tan",acm sigmod record,2003,0,53e9aee4b7602d9703911678,relational data sharing in peerbased data management systems,"beng chin ooi, yanfeng shu, kianlee tan",sigmod record,2003,0,1.0,5390958920f70186a0deec7d53e9aee4b7602d9703911678
5390958920f70186a0deec80,dbglobe a serviceoriented p2p system for global computing,"evaggelia pitoura, serge abiteboul, dieter pfoser, george samaras, michalis vazirgiannis",acm sigmod record,2003,0,53e9b79fb7602d970434728a,dbglobe a serviceoriented p2p system for global computing,"evaggelia pitoura, serge abiteboul, dieter pfoser, george samaras, michalis vazirgiannis",sigmod record,2003,0,1.0,5390958920f70186a0deec8053e9b79fb7602d970434728a
5390958920f70186a0deec82,"review of the data warehouse toolkit the complete guide to dimensional modeling 2nd edition by ralph kimball, margy ross john wiley  sons, inc 2002",alexander a anisimov,acm sigmod record,2003,0,53e99d6bb7602d97026235a8,"review of the data warehouse toolkit the complete guide to dimensional modeling 2nd edition by ralph kimball, margy ross john wiley  sons, inc 2002",alexander a anisimov,sigmod record,2003,0,1.0,5390958920f70186a0deec8253e99d6bb7602d97026235a8
5390958920f70186a0deec73,journal relevance,richard snodgrass,acm sigmod record,2003,0,53e997b5b7602d9701f96d88,journal relevance,richard t snodgrass,sigmod record,2003,0,1.0,5390958920f70186a0deec7353e997b5b7602d9701f96d88
5390958920f70186a0deec75,exposing undergraduate students to database system internals,"anastassia ailamaki, joseph m hellerstein",acm sigmod record,2003,0,53e9b1c2b7602d9703c5029f,exposing undergraduate students to database system internals,"anastassia ailamaki, joseph m hellerstein",sigmod record,2003,0,1.0,5390958920f70186a0deec7553e9b1c2b7602d9703c5029f
5590d7e90cf2baaad97172ab,guest editorial,"philip a bernstein, yannis ioannidis, raghu ramakrishnan",the vldb journal  the international journal on very large data bases,2003,0,53e99796b7602d9701f5cf1b,guest editorial,"vijay atluri, anupam joshi, yelena yesha",vldb j,2003,0,1.0,5590d7e90cf2baaad97172ab53e99796b7602d9701f5cf1b
5590d7e90cf2baaad97172ab,guest editorial,"philip a bernstein, yannis ioannidis, raghu ramakrishnan",the vldb journal  the international journal on very large data bases,2003,0,53e99796b7602d9701f5cf1d,guest editorial,"philip a bernstein, yannis e ioannidis, raghu ramakrishnan",vldb j,2003,0,1.0,5590d7e90cf2baaad97172ab53e99796b7602d9701f5cf1d
5390958a20f70186a0def8de,a case for fractured mirrors,"ravishankar ramamurthy, david j dewitt, qi su",the vldb journal  the international journal on very large data bases,2003,0,53e9ab0eb7602d970349531c,a case for fractured mirrors,"ravishankar ramamurthy, david j dewitt, qi su",vldb j,2003,0,1.0,5390958a20f70186a0def8de53e9ab0eb7602d970349531c
5390958a20f70186a0def8e6,instancebased attribute identification in database integration,"cecil eng h chua, roger h l chiang, eepeng lim",the vldb journal  the international journal on very large data bases,2003,0,53e9b145b7602d9703bc7e2b,instancebased attribute identification in database integration,"cecil chua eng huang, roger h l chiang, eepeng lim",vldb j,2003,0,1.0,5390958a20f70186a0def8e653e9b145b7602d9703bc7e2b
5390958a20f70186a0def8e4,costdriven vertical class partitioning for methods in object oriented databases,"chiwai fung, kamalakar karlapalem, qing li",the vldb journal  the international journal on very large data bases,2003,0,53e9a17fb7602d9702a73271,costdriven vertical class partitioning for methods in object oriented databases,"chiwai fung, kamalakar karlapalem, qing li",vldb j,2003,0,1.0,5390958a20f70186a0def8e453e9a17fb7602d9702a73271
5390958a20f70186a0def8e2,"watermarking relational data framework, algorithms and analysis","rakesh agrawal, peter j haas, jerry kiernan",the vldb journal  the international journal on very large data bases,2003,0,53e9b130b7602d9703baf9c8,"watermarking relational data framework, algorithms and analysis","rakesh agrawal, peter j haas, jerry kiernan",vldb j,2003,0,1.0,5390958a20f70186a0def8e253e9b130b7602d9703baf9c8
5390958a20f70186a0def8e8,incremental computation and maintenance of temporal aggregates,"jun yang, jennifer widom",the vldb journal  the international journal on very large data bases,2003,0,53e9adf0b7602d97037f670e,incremental computation and maintenance of temporal aggregates,"jun yang 0001, jennifer widom",vldb j,2003,0,1.0,5390958a20f70186a0def8e853e9adf0b7602d97037f670e
5390958a20f70186a0def8e0,aurora a new model and architecture for data stream management,"daniel j abadi, don carney, ugur çetintemel, mitch cherniack, christian convey, sangdon lee, michael stonebraker, nesime tatbul, stan zdonik",the vldb journal  the international journal on very large data bases,2003,0,53e9a91ab7602d970326b94e,aurora a new model and architecture for data stream management,"daniel j abadi, donald carney, ugur çetintemel, mitch cherniack, christian convey, sangdon lee, michael stonebraker, nesime tatbul, stanley b zdonik",vldb j,2003,0,1.0,5390958a20f70186a0def8e053e9a91ab7602d970326b94e
5390958a20f70186a0def8e5,computing complete answers to queries in the presence of limited access patterns,chen li,the vldb journal  the international journal on very large data bases,2003,0,53e9a509b7602d9702e2d52c,computing complete answers to queries in the presence of limited access patterns,chen li,vldb j,2003,0,1.0,5390958a20f70186a0def8e553e9a509b7602d9702e2d52c
5390958a20f70186a0def8e3,fast and accurate text classification via multiple linear discriminant projections,"soumen chakrabarti, shourya roy, mahesh v soundalgekar",the vldb journal  the international journal on very large data bases,2003,0,53e9a4b2b7602d9702dd2741,fast and accurate text classification via multiple linear discriminant projections pp,"soumen chakrabarti, shourya roy, mahesh v soundalgekar",vldb j,2003,0,0.9090909090909091,5390958a20f70186a0def8e353e9a4b2b7602d9702dd2741
5390958a20f70186a0def8e1,psoup a system for streaming queries over streaming data,"sirish chandrasekaran, michael j franklin",the vldb journal  the international journal on very large data bases,2003,0,53e998c0b7602d97020fc417,psoup a system for streaming queries over streaming data,"sirish chandrasekaran, michael j franklin",vldb j,2003,0,1.0,5390958a20f70186a0def8e153e998c0b7602d97020fc417
5390958a20f70186a0def8e7,a performance study of four index structures for setvalued attributes of low cardinality,"sven helmer, guido moerkotte",the vldb journal  the international journal on very large data bases,2003,0,53e9b7e8b7602d970439810b,a performance study of four index structures for setvalued attributes of low cardinality,"sven helmer, guido moerkotte",vldb j,2003,0,1.0,5390958a20f70186a0def8e753e9b7e8b7602d970439810b
5590daad0cf2ce4b6f3a07a5,guest editorial,"vijay atluri, anupam joshi, yelena yesha",the vldb journal  the international journal on very large data bases,2003,0,53e99796b7602d9701f5cf1b,guest editorial,"vijay atluri, anupam joshi, yelena yesha",vldb j,2003,0,1.0,5590daad0cf2ce4b6f3a07a553e99796b7602d9701f5cf1b
5590daad0cf2ce4b6f3a07a5,guest editorial,"vijay atluri, anupam joshi, yelena yesha",the vldb journal  the international journal on very large data bases,2003,0,53e99796b7602d9701f5cf1d,guest editorial,"philip a bernstein, yannis e ioannidis, raghu ramakrishnan",vldb j,2003,0,1.0,5590daad0cf2ce4b6f3a07a553e99796b7602d9701f5cf1d
5390958a20f70186a0df0135,managing multiple and distributed ontologies on the semantic web,"a maedche, b motik, l stojanovic",the vldb journal  the international journal on very large data bases,2003,0,53e9a7e3b7602d9703122672,managing multiple and distributed ontologies on the semantic web,"alexander maedche, boris motik, ljiljana stojanovic",vldb j,2003,0,1.0,5390958a20f70186a0df013553e9a7e3b7602d9703122672
5390958a20f70186a0df0136,learning to match ontologies on the semantic web,"anhai doan, jayant madhavan, robin dhamankar, pedro domingos, alon halevy",the vldb journal  the international journal on very large data bases,2003,0,53e9acfeb7602d97036deb3f,learning to match ontologies on the semantic web,"anhai doan, jayant madhavan, robin dhamankar, pedro domingos, alon y halevy",vldb j,2003,0,1.0,5390958a20f70186a0df013653e9acfeb7602d97036deb3f
5390958a20f70186a0df0138,composing web services on the semantic web,"brahim medjahed, athman bouguettaya, ahmed k elmagarmid",the vldb journal  the international journal on very large data bases,2003,0,53e9af2db7602d9703969dc1,composing web services on the semantic web,"brahim medjahed, athman bouguettaya, ahmed k elmagarmid",vldb j,2003,0,1.0,5390958a20f70186a0df013853e9af2db7602d9703969dc1
5390958a20f70186a0df0137,thesus organizing web document collections based on link semantics,"maria halkidi, benjamin nguyen, iraklis varlamis, michalis vazirgiannis",the vldb journal  the international journal on very large data bases,2003,0,53e9ac54b7602d9703623330,thesus organizing web document collections based on link semantics,"maria halkidi, benjamin nguyen, iraklis varlamis, michalis vazirgiannis",vldb j,2003,0,1.0,5390958a20f70186a0df013753e9ac54b7602d9703623330
5390958a20f70186a0df0139,poesia an ontological workflow approach for composing web services in agriculture,"renato fileto, ling liu, calton pu, eduardo delgado assad, claudia bauzer medeiros",the vldb journal  the international journal on very large data bases,2003,0,53e9af33b7602d970396e7e2,poesia an ontological workflow approach for composing web services in agriculture,"renato fileto, ling liu, calton pu, eduardo delgado assad, claudia bauzer medeiros",vldb j,2003,0,1.0,5390958a20f70186a0df013953e9af33b7602d970396e7e2
539095ba20f70186a0df0f01,edgar f codd a tribute and personal memoir,c j date,acm sigmod record,2003,0,53e99ed2b7602d970279f357,edgar f codd a tribute and personal memoir,c j date,sigmod record,2003,0,1.0,539095ba20f70186a0df0f0153e99ed2b7602d970279f357
5590d19e0cf237666fc28f98,book review column,karl aberer,acm sigmod record,2003,0,53e997e9b7602d9701fe4527,book review column,karl aberer,sigmod record,2003,0,1.0,5590d19e0cf237666fc28f9853e997e9b7602d9701fe4527
5590d19e0cf237666fc28f98,book review column,karl aberer,acm sigmod record,2003,0,53e997e9b7602d9701fe4525,book review column,karl aberer,sigmod record,2003,0,1.0,5590d19e0cf237666fc28f9853e997e9b7602d9701fe4525
539095ba20f70186a0df0f0c,multimedia streaming in largescale sensor networks with mobile swarms,"mario gerla, kaixin xu",acm sigmod record,2003,0,53e9a03bb7602d9702923b1c,multimedia streaming in largescale sensor networks with mobile swarms,"mario gerla, kaixin xu",sigmod record,2003,0,1.0,539095ba20f70186a0df0f0c53e9a03bb7602d9702923b1c
539095ba20f70186a0df0f0a,energy and rate based mac protocol for wireless sensor networks,"rajgopal kannan, ram kalidindi, s s iyengar, vijay kumar",acm sigmod record,2003,0,53e9a3f5b7602d9702d0f275,energy and rate based mac protocol for wireless sensor networks,"rajgopal kannan, ramaraju kalidindi, s sitharama iyengar, vijay kumar",sigmod record,2003,0,1.0,539095ba20f70186a0df0f0a53e9a3f5b7602d9702d0f275
539095ba20f70186a0df0f04,"the sensor spectrum technology, trends, and requirements","joseph m hellerstein, wei hong, samuel r madden",acm sigmod record,2003,0,53e9b2aab7602d9703d503ff,"the sensor spectrum technology, trends, and requirements","joseph m hellerstein, wei hong, samuel madden",sigmod record,2003,0,1.0,539095ba20f70186a0df0f0453e9b2aab7602d9703d503ff
539095ba20f70186a0df0f08,an environmental sensor network to determine drinking water quality and security,"anastassia ailamaki, christos faloutos, paul s fischbeck, mitchell j small, jeanne vanbriesen",acm sigmod record,2003,0,53e9bb8db7602d97047d677b,an environmental sensor network to determine drinking water quality and security,"anastassia ailamaki, christos faloutsos, paul s fischbeck, mitchell j small, jeanne m vanbriesen",sigmod record,2003,0,1.0,539095ba20f70186a0df0f0853e9bb8db7602d97047d677b
539095ba20f70186a0df0f07,managing uncertainty in sensor database,"reynold cheng, sunil prabhakar",acm sigmod record,2003,0,53e9b023b7602d9703a812bc,managing uncertainty in sensor database,"reynold cheng, sunil prabhakar",sigmod record,2003,0,1.0,539095ba20f70186a0df0f0753e9b023b7602d9703a812bc
539095ba20f70186a0df0f13,agentoriented software engineering report on the 4th aose workshop aose 2003,paolo giorgini,acm sigmod record,2003,0,53e9b550b7602d970408b42c,agentoriented software engineering report on the 4th aose workshop aose 2003,paolo giorgini,sigmod record,2003,0,1.0,539095ba20f70186a0df0f1353e9b550b7602d970408b42c
539095ba20f70186a0df0f05,understanding the semantics of sensor data,murali mani,acm sigmod record,2003,0,53e9b87fb7602d97044516f7,understanding the semantics of sensor data,murali mani,sigmod record,2003,0,1.0,539095ba20f70186a0df0f0553e9b87fb7602d97044516f7
539095ba20f70186a0df0f06,bluetoothbased sensor networks,"philippe bonnet, allan beaufour, mads bondo dydensborg, martin leopold",acm sigmod record,2003,0,53e99a0eb7602d970225f6a1,bluetoothbased sensor networks,"philippe bonnet, allan beaufour, mads bondo dydensborg, martin leopold",sigmod record,2003,0,1.0,539095ba20f70186a0df0f0653e99a0eb7602d970225f6a1
539095ba20f70186a0df0f03,sensor the atomic computing particle,vijay kumar,acm sigmod record,2003,0,53e9b550b7602d970408948c,sensor the atomic computing particle,vijay kumar,sigmod record,2003,0,1.0,539095ba20f70186a0df0f0353e9b550b7602d970408948c
539095ba20f70186a0df0f02,developments at acm tods,richard snodgrass,acm sigmod record,2003,0,53e99a04b7602d970225310d,developments at acm tods,richard t snodgrass,sigmod record,2003,0,1.0,539095ba20f70186a0df0f0253e99a04b7602d970225310d
539095ba20f70186a0df0f09,the cougar project a workinprogress report,"alan demers, johannes gehrke, rajmohan rajaraman, niki trigoni, yong yao",acm sigmod record,2003,0,53e9bb08b7602d97047405ad,the cougar project a workinprogress report,"alan j demers, johannes gehrke, rajmohan rajaraman, agathoniki trigoni, yong yao",sigmod record,2003,0,1.0,539095ba20f70186a0df0f0953e9bb08b7602d97047405ad
