paper ID_df1,paper title_df1,author names_df1,publication venue_df1,year of publication_df1,Unnamed: 5_df1,paper ID_df2,paper title_df2,author names_df2,publication venue_df2,year of publication_df2,Unnamed: 5_df2,jaccard_similarity,ID
53908a7420f70186a0da4492,Materialized Views Selection in a Multidimensional Database,"Elena Baralis, Stefano Paraboschi, Ernest Teniente",VLDB '97 Proceedings of the 23rd International Conference on Very Large Data Bases,1997,,53e99938b7602d9702177541,Materialized Views Selection in a Multidimensional Database.,"Elena Baralis, Stefano Paraboschi, Ernest Teniente",VLDB,1997,,0.75,53908a7420f70186a0da449253e99938b7602d9702177541Materialized Views Selection in a Multidimensional DatabaseMaterialized Views Selection in a Multidimensional Database.
53908a7420f70186a0da4498,"Ratio Rules: A New Paradigm for Fast, Quantifiable Data Mining","Flip Korn, Alexandros Labrinidis, Yannis Kotidis, Christos Faloutsos",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e99fb5b7602d9702891957,"Ratio Rules: A New Paradigm for Fast, Quantifiable Data Mining.","Flip Korn, Alexandros Labrinidis, Yannis Kotidis, Christos Faloutsos",VLDB,1998,,0.8181818181818182,"53908a7420f70186a0da449853e99fb5b7602d9702891957Ratio Rules: A New Paradigm for Fast, Quantifiable Data MiningRatio Rules: A New Paradigm for Fast, Quantifiable Data Mining."
53908a7420f70186a0da448c,Incremental Organization for Data Recording and Warehousing,"H. V. Jagadish, P. P. S. Narayan, S. Seshadri, S. Sudarshan, Rama Kanneganti",VLDB '97 Proceedings of the 23rd International Conference on Very Large Data Bases,1997,,53e9ad72b7602d970375ed6d,Incremental Organization for Data Recording and Warehousing.,"H. V. Jagadish, P. P. S. Narayan, S. Seshadri, S. Sudarshan 0001, Rama Kanneganti",VLDB,1997,,0.75,53908a7420f70186a0da448c53e9ad72b7602d970375ed6dIncremental Organization for Data Recording and WarehousingIncremental Organization for Data Recording and Warehousing.
53908a7420f70186a0da447c,Data Manager for Evolvable Real-time Command and Control Systems,"Eric Hughes, Roman Ginis, Bhavani M. Thuraisingham, Peter C. Krupp, John A. Maurer",VLDB '97 Proceedings of the 23rd International Conference on Very Large Data Bases,1997,,53e9ab0db7602d970348fe05,Data Manager for Evolvable Real-time Command and Control Systems.,"Eric Hughes, Roman Ginis, Bhavani M. Thuraisingham, Peter C. Krupp, John A. Maurer",VLDB,1997,,0.8,53908a7420f70186a0da447c53e9ab0db7602d970348fe05Data Manager for Evolvable Real-time Command and Control SystemsData Manager for Evolvable Real-time Command and Control Systems.
53908a7420f70186a0da4484,M-tree: An Efficient Access Method for Similarity Search in Metric Spaces,"Paolo Ciaccia, Marco Patella, Pavel Zezula",VLDB '97 Proceedings of the 23rd International Conference on Very Large Data Bases,1997,,53e9b1a9b7602d9703c33e40,M-tree: An Efficient Access Method for Similarity Search in Metric Spaces.,"Paolo Ciaccia, Marco Patella, Pavel Zezula",VLDB,1997,,0.8333333333333334,53908a7420f70186a0da448453e9b1a9b7602d9703c33e40M-tree: An Efficient Access Method for Similarity Search in Metric SpacesM-tree: An Efficient Access Method for Similarity Search in Metric Spaces.
53908a7420f70186a0da4521,MapInfo SpatialWare: A Spatial Information Server for RDBMS,Chebel Mina,VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e9a914b7602d9703266540,MapInfo SpatialWare: A Spatial Information Server for RDBMS.,Chebel Mina,VLDB,1998,,0.7777777777777778,53908a7420f70186a0da452153e9a914b7602d9703266540MapInfo SpatialWare: A Spatial Information Server for RDBMSMapInfo SpatialWare: A Spatial Information Server for RDBMS.
53908a7420f70186a0da4527,Is Web-site Management a Database Problem?,"Daniela Florescu, Alon Y. Levy, Dan Suciu",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e9a576b7602d9702e9fa27,Is Web-site Management a Database Problem?,"Daniela Florescu, Alon Y. Levy, Dan Suciu",VLDB,1998,,1.0,53908a7420f70186a0da452753e9a576b7602d9702e9fa27Is Web-site Management a Database Problem?Is Web-site Management a Database Problem?
53908a7420f70186a0da4526,A Database System for Real-Time Event Aggregation in Telecommunication,"Jerry Baulier, Stephen Blott, Henry F. Korth, Abraham Silberschatz",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e9a894b7602d97031e239d,A Database System for Real-Time Event Aggregation in Telecommunication.,"Jerry Baulier, Stephen Blott, Henry F. Korth, Abraham Silberschatz",VLDB,1998,,0.8,53908a7420f70186a0da452653e9a894b7602d97031e239dA Database System for Real-Time Event Aggregation in TelecommunicationA Database System for Real-Time Event Aggregation in Telecommunication.
53908a7420f70186a0da452f,A Single Pass Computing Engine for Interactive Analysis of VLDBs,Ted Mihalisin,VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e9a7e3b7602d97031206c4,A Single Pass Computing Engine for Interactive Analysis of VLDBs.,Ted Mihalisin,VLDB,1998,,0.8181818181818182,53908a7420f70186a0da452f53e9a7e3b7602d97031206c4A Single Pass Computing Engine for Interactive Analysis of VLDBsA Single Pass Computing Engine for Interactive Analysis of VLDBs.
53908a7420f70186a0da4524,Issues in Developing Very Large Data Warehouses,"Lyman Do, Pamela Drew, Wei Jin, Vish Jumani, David Van Rossum",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e9a4e4b7602d9702e040a1,Issues in Developing Very Large Data Warehouses.,"Lyman Do, Pamela Drew, Wei Jin, Vish Jumani, David Van Rossum",VLDB,1998,,0.75,53908a7420f70186a0da452453e9a4e4b7602d9702e040a1Issues in Developing Very Large Data WarehousesIssues in Developing Very Large Data Warehouses.
53908a7420f70186a0da452e,DataBlitz: A High Performance Main-Memory Storage Manager,"Jerry Baulier, Philip Bohannon, S. Gogate, S. Joshi, C. Gupta, A. Khivesera, Henry F. Korth, Peter McIlroy, J. Miller, P. P. S. Narayan, M. Nemeth, Rajeev Rastogi, Abraham Silberschatz, S. Sudarshan",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e9b4a1b7602d9703fabebc,DataBlitz: A High Performance Main-Memory Storage Manager.,"Jerry Baulier, Philip Bohannon, S. Gogate, S. Joshi, C. Gupta, A. Khivesera, Henry F. Korth, Peter McIlroy, J. Miller, P. P. S. Narayan, M. Nemeth, Rajeev Rastogi, Abraham Silberschatz, S. Sudarshan 0001",VLDB,1998,,0.75,53908a7420f70186a0da452e53e9b4a1b7602d9703fabebcDataBlitz: A High Performance Main-Memory Storage ManagerDataBlitz: A High Performance Main-Memory Storage Manager.
53908a7420f70186a0da4533,The Cubetree Storage Organization,"Nick Roussopoulos, Yannis Kotidis",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e99ad7b7602d970235958d,The Cubetree Storage Organization.,"Nick Roussopoulos, Yannis Kotidis",VLDB,1998,,0.6,53908a7420f70186a0da453353e99ad7b7602d970235958dThe Cubetree Storage OrganizationThe Cubetree Storage Organization.
53908a7420f70186a0da452c,Small Materialized Aggregates: A Light Weight Index Structure for Data Warehousing,Guido Moerkotte,VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e9b152b7602d9703bd4396,Small Materialized Aggregates: A Light Weight Index Structure for Data Warehousing.,Guido Moerkotte,VLDB,1998,,0.8333333333333334,53908a7420f70186a0da452c53e9b152b7602d9703bd4396Small Materialized Aggregates: A Light Weight Index Structure for Data WarehousingSmall Materialized Aggregates: A Light Weight Index Structure for Data Warehousing.
53908a7420f70186a0da4523,Expiring Data in a Warehouse,"Hector Garcia-Molina, Wilburt Labio, Jun Yang",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e9abfeb7602d97035bfb03,Expiring Data in a Warehouse.,"Hector Garcia-Molina, Wilburt Labio, Jun Yang 0001",VLDB,1998,,0.6666666666666666,53908a7420f70186a0da452353e9abfeb7602d97035bfb03Expiring Data in a WarehouseExpiring Data in a Warehouse.
53908a7420f70186a0da451f,Hash Joins and Hash Teams in Microsoft SQL Server,"Goetz Graefe, Ross Bunker, Shaun Cooper",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e9b10fb7602d9703b8c48f,Hash Joins and Hash Teams in Microsoft SQL Server.,"Goetz Graefe, Ross Bunker, Shaun Cooper",VLDB,1998,,0.7777777777777778,53908a7420f70186a0da451f53e9b10fb7602d9703b8c48fHash Joins and Hash Teams in Microsoft SQL ServerHash Joins and Hash Teams in Microsoft SQL Server.
53908a7420f70186a0da451f,Hash Joins and Hash Teams in Microsoft SQL Server,"Goetz Graefe, Ross Bunker, Shaun Cooper",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e9ae5cb7602d9703876d3b,Review - Hash Joins and Hash Teams in Microsoft SQL Server.,Alfons Kemper,ACM SIGMOD Digital Review,1999,,0.6363636363636364,53908a7420f70186a0da451f53e9ae5cb7602d9703876d3bHash Joins and Hash Teams in Microsoft SQL ServerReview - Hash Joins and Hash Teams in Microsoft SQL Server.
53908a7420f70186a0da4525,Reducing the Braking Distance of an SQL Query Engine,"Michael J. Carey, Donald Kossmann",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e9a3c1b7602d9702cd5207,Reducing the Braking Distance of an SQL Query Engine.,"Michael J. Carey, Donald Kossmann",VLDB,1998,,0.8,53908a7420f70186a0da452553e9a3c1b7602d9702cd5207Reducing the Braking Distance of an SQL Query EngineReducing the Braking Distance of an SQL Query Engine.
53908a7420f70186a0da4520,nD-SQL: A Multi-Dimensional Language for Interoperability and OLAP,"Frédéric Gingras, Laks V. S. Lakshmanan",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e9b9dab7602d97045d1409,nD-SQL: A Multi-Dimensional Language for Interoperability and OLAP.,"Frédéric Gingras, Laks V. S. Lakshmanan",VLDB,1998,,0.7777777777777778,53908a7420f70186a0da452053e9b9dab7602d97045d1409nD-SQL: A Multi-Dimensional Language for Interoperability and OLAPnD-SQL: A Multi-Dimensional Language for Interoperability and OLAP.
53908a7420f70186a0da4530,Inferring Function Semantics to Optimize Queries,"Mitch Cherniack, Stanley B. Zdonik",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e9bdb9b7602d9704a68e16,Inferring Function Semantics to Optimize Queries.,"Mitch Cherniack, Stanley B. Zdonik",VLDB,1998,,0.7142857142857143,53908a7420f70186a0da453053e9bdb9b7602d9704a68e16Inferring Function Semantics to Optimize QueriesInferring Function Semantics to Optimize Queries.
53908a7420f70186a0da4535,Safely and Efficiently Updating References During On-line Reorganization,"Chendong Zou, Betty Salzberg",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e9b634b7602d970418e86a,Safely and Efficiently Updating References During On-line Reorganization.,"Chendong Zou, Betty Salzberg",VLDB,1998,,0.7777777777777778,53908a7420f70186a0da453553e9b634b7602d970418e86aSafely and Efficiently Updating References During On-line ReorganizationSafely and Efficiently Updating References During On-line Reorganization.
53908a7420f70186a0da4529,On the Discovery of Interesting Patterns in Association Rules,"Sridhar Ramaswamy, Sameer Mahajan, Abraham Silberschatz",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e9988cb7602d97020c9678,On the Discovery of Interesting Patterns in Association Rules.,"Sridhar Ramaswamy, Sameer Mahajan, Abraham Silberschatz",VLDB,1998,,0.8,53908a7420f70186a0da452953e9988cb7602d97020c9678On the Discovery of Interesting Patterns in Association RulesOn the Discovery of Interesting Patterns in Association Rules.
53908a7420f70186a0da453b,On Optimal Node Splitting for R-trees,"Yván J. García, Mario A. Lopez, Scott T. Leutenegger",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e9ab00b7602d9703480b8c,On Optimal Node Splitting for R-trees.,"Yván J. García, Mario A. Lopez, Scott T. Leutenegger",VLDB,1998,,0.7142857142857143,53908a7420f70186a0da453b53e9ab00b7602d9703480b8cOn Optimal Node Splitting for R-treesOn Optimal Node Splitting for R-trees.
53908a7420f70186a0da4542,Bridging Heterogeneity: Research and Practice of Database Middleware Technology,"Fernando de Ferreira Rezende, Günter Sauter",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e9b9eeb7602d97045ec15b,Bridging Heterogeneity: Research and Practice of Database Middleware Technology.,"Fernando de Ferreira Rezende, Günter Sauter",VLDB,1998,,0.8,53908a7420f70186a0da454253e9b9eeb7602d97045ec15bBridging Heterogeneity: Research and Practice of Database Middleware TechnologyBridging Heterogeneity: Research and Practice of Database Middleware Technology.
53908a7420f70186a0da4541,The Heterogeneity Problem and Middleware Technology: Experiences with and Performance of Database Gateways,"Fernando de Ferreira Rezende, Klaudia Hergula",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e9b7a5b7602d970434da9d,The Heterogeneity Problem and Middleware Technology: Experiences with and Performance of Database Gateways.,"Fernando de Ferreira Rezende, Klaudia Hergula",VLDB,1998,,0.8461538461538461,53908a7420f70186a0da454153e9b7a5b7602d970434da9dThe Heterogeneity Problem and Middleware Technology: Experiences with and Performance of Database GatewaysThe Heterogeneity Problem and Middleware Technology: Experiences with and Performance of Database Gateways.
53908a7420f70186a0da4539,Algorithms for Mining Association Rules for Binary Segmentations of Huge Categorical Databases,"Yasuhiko Morimoto, Takeshi Fukuda, Hirofumi Matsuzawa, Takeshi Tokuyama, Kunikazu Yoda",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e9a906b7602d9703258b2a,Algorithms for Mining Association Rules for Binary Segmentations of Huge Categorical Databases.,"Yasuhiko Morimoto, Takeshi Fukuda, Hirofumi Matsuzawa, Takeshi Tokuyama, Kunikazu Yoda",VLDB,1998,,0.8333333333333334,53908a7420f70186a0da453953e9a906b7602d9703258b2aAlgorithms for Mining Association Rules for Binary Segmentations of Huge Categorical DatabasesAlgorithms for Mining Association Rules for Binary Segmentations of Huge Categorical Databases.
53908a7420f70186a0da4536,PUBLIC: A Decision Tree Classifier that Integrates Building and Pruning,"Rajeev Rastogi, Kyuseok Shim",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e9aad9b7602d970345a1da,PUBLIC: A Decision Tree Classifier that Integrates Building and Pruning.,"Rajeev Rastogi, Kyuseok Shim",VLDB,1998,,0.8181818181818182,53908a7420f70186a0da453653e9aad9b7602d970345a1daPUBLIC: A Decision Tree Classifier that Integrates Building and PruningPUBLIC: A Decision Tree Classifier that Integrates Building and Pruning.
53908a7420f70186a0da4531,Starting (and Sometimes Ending) a Database Company,Jack A. Orenstein,VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e9a635b7602d9702f61c6d,Starting (and Sometimes Ending) a Database Company.,Jack A. Orenstein,VLDB,1998,,0.75,53908a7420f70186a0da453153e9a635b7602d9702f61c6dStarting (and Sometimes Ending) a Database CompanyStarting (and Sometimes Ending) a Database Company.
53908a7420f70186a0da4544,Diag-Join: An Opportunistic Join Algorithm for 1:N Relationships,"Sven Helmer, Till Westmann, Guido Moerkotte",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e9b9f4b7602d97045ed430,Review - Diag-Join: An Opportunistic Join Algorithm for 1:N Relationships.,Alfons Kemper,ACM SIGMOD Digital Review,1999,,0.6363636363636364,53908a7420f70186a0da454453e9b9f4b7602d97045ed430Diag-Join: An Opportunistic Join Algorithm for 1:N RelationshipsReview - Diag-Join: An Opportunistic Join Algorithm for 1:N Relationships.
53908a7420f70186a0da4547,Selectivity Estimation in Extensible Databases - A Neural Network Approach,"M. Seetha Lakshmi, Shaoyu Zhou",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e9a555b7602d9702e7d62c,Selectivity Estimation in Extensible Databases - A Neural Network Approach.,"M. Seetha Lakshmi, Shaoyu Zhou",VLDB,1998,,0.8181818181818182,53908a7420f70186a0da454753e9a555b7602d9702e7d62cSelectivity Estimation in Extensible Databases - A Neural Network ApproachSelectivity Estimation in Extensible Databases - A Neural Network Approach.
53908a7420f70186a0da453c,Materialized View Selection for Multidimensional Datasets,"Amit Shukla, Prasad Deshpande, Jeffrey F. Naughton",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e9a4b8b7602d9702dd5e3b,Materialized View Selection for Multidimensional Datasets.,"Amit Shukla, Prasad Deshpande, Jeffrey F. Naughton",VLDB,1998,,0.7142857142857143,53908a7420f70186a0da453c53e9a4b8b7602d9702dd5e3bMaterialized View Selection for Multidimensional DatasetsMaterialized View Selection for Multidimensional Datasets.
53908a7420f70186a0da4538,Determining Text Databases to Search in the Internet,"Weiyi Meng, King-Lup Liu, Clement T. Yu, Xiaodong Wang, Yuhsi Chang, Naphtali Rishe",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,,53e9ae17b7602d970382644d,Determining Text Databases to Search in the Internet.,"Weiyi Meng, King-Lup Liu, Clement T. Yu, Xiaodong Wang, Yuhsi Chang, Naphtali Rishe",VLDB,1998,,0.7777777777777778,53908a7420f70186a0da453853e9ae17b7602d970382644dDetermining Text Databases to Search in the InternetDetermining Text Databases to Search in the Internet.
